评论ID,评论时间,评论内容,评论得分,用户ID,用户昵称,用户等级,点赞数,回复数,是否置顶,是否精华,商品ID,购买时间,商品_颜色,评论图片
23268576994,2025-05-05 22:34:46,华为gt5，这个五一终于下手了。到手现场激活。上手很容易操作，触屏灵敏，很满意。运动距离很准，户外GPS定位很快。心率准。APP里面表盘选择太多，一时竟然不知道选什么好。心情监测很有趣。这个好奇生气的时候小熊猫是什么样子的。满意的一款智能手表。,5,,二***四,,,,0,0,,0,46mm大表 苍山灰,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/299594/2/3026/2523341/6818cc84F58af3a90/7187f6612fa3ce6d.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/296430/6/3333/2483438/6818cc85F04aa7a07/418f46184c1957e3.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/295766/7/2656/1863663/6818cc85F6ab5a273/237580152ea42939.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/302563/11/2792/2236875/6818cc85Fec265c7d/374c1d4c0bfe201a.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/292831/35/3060/2273030/6818cc86F52c94698/4b752c99038a68b2.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/283932/30/29513/2861421/6818cc86Ff9da5451/73445ac73579c94b.jpg.dpg
23262677089,2025-05-05 15:08:12,去年就想买的华为手表，今年终于买到了，跟老婆一人买了一块，外观时尚，怎么搭配都好看，屏幕光滑，运行流畅，耗电量低，带一天电量只掉5、6个点，熊猫🐼很乖，能看到自己的情绪反馈，功能强大，非常好。,5,,一***墨,,,,0,0,,0,46mm大表 幻夜黑,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/303082/30/2639/100519/681863daF3786c9ed/5d4ad97fd2509011.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/290022/16/2577/68269/681863daF827cb64a/c99d9cdb05d0da99.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/302036/1/2580/115831/681863daFc86ca6e7/ddbbf119bc6b1d52.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/286399/2/2555/85713/681863daF5779c82b/a3ce36f8e75bf7c4.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/300558/37/2674/586918/681863dbFfbca8f67/7c89cdd1ed5a7924.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/283026/18/28792/418363/681863dbF527ff281/af9d2a84e5a13a92.jpg.dpg
23602158978,2025-05-25 20:59:44,"这款智能手表简直是太棒了！
情绪监测功能很好用，随时监测自神状态
表面非常耐磨，经久耐用防尘防水
不仅可以听歌还可以接打电话，非常方便。表带材质也很舒适，戴起来很轻盈不压手。⏰功能强大，支持多种运动模式和健康监测，每天都能保持好状态。强烈推荐给喜欢运动的小伙伴们！👍",5,,影***鸽,,,,0,0,,0,46mm大表 苍山灰,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/307166/15/4061/115489/6833143cFb8b2950d/450e795243869c84.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/304174/37/5109/58109/6833143cF85e3867c/b3caa3cbb9d56a6c.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/308212/32/4033/3879568/6833143dF2365ee8b/ef990f25cb4fe7de.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/292977/39/9384/95843/6833143eFb801d94f/8c1629bf654bc874.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/312619/13/4007/93917/6833143eFa9aea263/36636fd44138b8d9.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/307984/28/4021/59366/6833143fFc26bd390/37e7296effb460e0.jpg.dpg
21658068571,2024-10-29 00:38:33,还不错  蛮好看的续航时间很不错,3,,j***l,,,,0,0,,0,46mm大表 幻夜黑 ,
23564407349,2025-05-22 13:59:39,"情绪监测:太有用了，能实时监测提醒自己控制情绪
外形外观：黑色太帅了，表带佩戴舒服
做工质量：厚实，耐磨，易清洁
续航能力：基本一周一冲
主要功能：非常好用，简单易懂",5,,会***-,,,,0,0,,0,46mm大表 幻夜黑,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/313803/10/3014/2834161/682ebd45Fd3c4d8ec/a0474857094a52d9.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/320821/40/2800/2294254/682ebd46Fc850268b/67d13a51eabd0171.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/307188/3/3016/1956569/682ebd46F75011ab2/0d02f12be01c6742.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/294321/37/5316/2543690/682ebd47F654714d1/c87d860c6b3fd0b7.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/310590/4/3172/3051411/682ebd49F1ad433cf/2c3b4193fbe385e5.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/310205/30/3134/2634393/682ebd4aF79b87310/9a74df82596605a5.jpg.dpg
23280990113,2025-05-06 20:02:53,入手华为 GT5 后，体验真的超棒！外观设计时尚大气，佩戴舒适，无论是日常出街还是运动健身，都很百搭。华为 GT5 在外观防刮耐磨方面表现出色。据说采用几何锋芒设计，表体、表镜均覆以超硬镀膜 ，耐磨能力相比以往提升200% 。这种超硬镀膜工艺，就如同给手表穿上了一层坚固的&ldquo;防护衣&rdquo;，能有效抵御日常生活中常见的刮擦，比如与桌面、墙壁等的摩擦碰撞 ，大大降低了表面产生划痕的几率。续航也完全不用担心，正常使用一周一充，重度使用也能坚持好几天 。和手机连接稳定，消息提醒及时。华为 GT5 真的是集颜值与实力于一身，入手不亏！宝子们可以放心冲！！,5,,j***0,,,,0,0,,0,46mm大表 苍山灰,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/226480/28/34303/2216378/6819fa6bF3bd21b87/40d515c1f422a65f.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/297401/34/3669/2474099/6819fa6cFfc486949/ccbc00d5fb1ca51c.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/294188/15/3525/1935497/6819fa6cF679edf2a/c78a65e7b0bb6882.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/296288/36/3779/2512465/6819fa6dFbc7f1d50/f78604f12eb6b564.jpg.dpg
23310371248,2025-05-08 15:18:06,HUAWEI WATCH GT 5 使用一段时间的真实反馈：颜值和功能双双在线！💯 外观设计简约高级，蓝宝石玻璃表盘耐刮耐磨，日常磕碰毫无痕迹。最爱情绪监测功能，压力值提醒超准，配合专属表盘可视化情绪变化，职场人必备！运动涂鸦玩法新颖，跑步轨迹生成艺术图案，让运动更有趣～续航给力，佩戴轻盈，绝对是智能手表中的全能选手！,5,,j***2,,,,0,0,,0,46mm大表 幻夜黑,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/291154/28/4252/2442232/681c5aabFf8cedcee/e0f1c2e3ab09c7e7.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/302003/5/3710/2132937/681c5aacF8c5fd85e/9839cdc6433e9b1e.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/280755/19/28836/155330/681c5aacF6c01c390/c7b6d1f00ff7341c.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/300335/32/3975/147961/681c5aadFf0225bd3/4f3b73367fe86d85.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/303545/35/3890/2030328/681c5aadF2e9e9ae8/d0d16b85383be9bc.jpg.dpg
23484021480,2025-05-17 18:38:29,华为GT5上手超有质感，很有颜值，金属边框和陶瓷后盖抗造得很，日常磕碰不怕花。情绪检测像个贴心小助手，随时提醒我放松，很贴心。运动涂鸦功能超好玩，跑步轨迹能画成专属个性图案！实在是太好玩啦，推荐大家购买！,5,,s***3,,,,0,0,,0,46mm大表 幻夜黑,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/317503/19/1555/74920/68286721Ff47841b6/024f682b2fdb0c4e.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/312765/2/1652/67294/68286722F36f5fec0/10e4b9863e8eada7.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/311134/10/1743/86796/68286723F2fd8145f/93391f9e3b37e327.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/314750/25/1732/101581/68286724F6c8d8182/398321f67b3b9428.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/308404/25/1755/92534/68286724Fe42e8586/176e974211899443.jpg.dpg
23478897976,2025-05-17 12:12:07,"很漂亮，表盘很大很好看，这款很适合男生，客服态度也很好回复很快问题也都能解决，
续航能力：还不太清楚
舒适程度：戴着很舒服
主要功能：功能多样还在摸索
做工质量：还有质感
外形外观：好看好看好看",5,,九***l,,,,0,0,,0,46mm大表 苍山灰,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/299486/14/7880/2795412/68280c94F5f42aba4/034130f9cfb29fca.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/292856/21/7491/3541796/68280c95F54e127b3/357fa856c6d6c097.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/286406/5/5671/2160575/68280c95F22b2b6b3/eac34196d9f1355e.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/282600/26/14977/2915719/68280c96Fafcc4762/4440586cfcf68b3d.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/319929/25/1355/3510500/68280c97F7aef655c/728e1585c177819b.jpg.dpg
23369526241,2025-05-11 17:53:29,这款华为Watch gt5苍山灰智能手表真是让我爱不释手！每一款的设计都充满了时尚感和精致工艺，表带材质舒适，佩戴一整天也不会感到不适。表盘细节处理得非常到位，无论是日常搭配还是正式场合都能完美驾驭。最让我惊喜的是它的精准度，时间走得非常准，完全超出了我的预期。每一款都各具特色，让我在选择时感到非常纠结，但无论选哪一款都不会出错。总之，这绝对是一次非常满意的购物体验！,5,,L***9,,,,0,0,,0,46mm大表 苍山灰,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/296616/12/6159/41909/68207316F9ec95e22/9c596c4485d672a7.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/291404/14/5727/54059/68207318Fff07e687/7abc6babb1ceb20c.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/288915/14/1990/4589666/6820731aF92586e59/030554190d2fbe40.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/302594/3/5388/53080/6820731cFb548b7ba/853e19321999eb57.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/299547/16/6083/4784332/6820731eFa0bb365d/c527829acbafc046.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/300004/31/5346/3075019/6820731fF02f9ea63/aab0bc3fc061a77b.jpg.dpg
23170661018,2025-04-29 15:41:26,"续航很不错，带一整天只掉百分4的电量，不是华为的手机，缺少了语音助手其他体验适配得完美
 健康玄机感知系统也特别牛，支持心率，血压，体温，呼吸率，睡眠监测等健康指标
情绪检测实时更新，有心情不好的时候都记录下来特别可爱，运动涂鸦智能解锁也很速度，适合我们运动时候佩戴
外观设计简单八边形设计，圆形表盘，提升耐用与质感",5,,安***i,,,,0,0,,0,46mm大表 幻夜黑,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/288591/14/1294/47768/681082a3F49150184/13ff6143542d0933.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/273532/12/28067/94468/681082a4Fc1aadfc3/8d2161027cddb235.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/291518/11/1253/104353/681082a5F9db2788a/cf75a5ac5891ec79.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/302590/40/679/68943/681082a5F63117bfe/8847aaeddb547173.jpg.dpg
23328140546,2025-05-09 13:46:24,"一直信赖华为产品的质量，旧手表也是用的华为，现在这款GT 5用起来非常流畅，和我的华为手机适配度拉满！体验感非常不错！
情绪监测：检测效果很准确
运动涂鸦：目前还没仔细使用过
睡眠监测：上一代手表就一直用的一项功能，记录准确，可以辅助改变自己的睡眠习惯，提高睡眠质量
产品外观：落落大方",5,,j***t,,,,0,0,,0,46mm大表 幻夜黑,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/297773/1/5020/100020/681d9664F2f4d7278/30206a0b1675973d.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/299051/28/4907/114027/681d9668F84a9f9ff/470c4fd1ad0aee71.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/299337/19/5121/81691/681d966bF69551ab6/a0b39ee418bb2d38.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/286929/23/4996/167016/681d966eF044ef6c7/af4becb711271d33.jpg.dpg
23482655535,2025-05-17 16:55:51,入手HUAWEI WATCH GT 5有段时间了，外观真的很戳我！金属表身质感满满，而且超耐刮耐磨，日常磕碰完全没在怕的。情绪监测功能也很实用，能实时了解自己的情绪状态，帮我及时调整。运动涂鸦功能更是有趣，运动时随手记录，超有成就感。戴着它运动、出街都很合适，颜值与实力并存！ 👍,5,,E***k,,,,0,0,,0,46mm大表 苍山灰,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/317348/8/1515/208029/68284f13Fb98c7a96/79e72d5403142202.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/319736/8/1548/227950/68284f14Ff48018b4/98c6731353fa3d9a.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/307681/19/1744/247224/68284f15F5c490c55/b547ba7e53444725.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/320114/30/1393/247917/68284f16F83bf3dc5/617d7be8faa54567.jpg.dpg
23495053718,2025-05-18 16:02:06,"舒适程度：表带很软，佩戴贴合、舒适。

外形外观：银色外观很满意，更换各种款式表带也会很百搭。

精准程度：试了下导航、跑步等功能，记录非常及时、准确。
续航能力：刚佩戴一两天，期待续航效果。",5,,s***8,,,,0,0,,0,46mm大表 苍山灰,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/311479/6/1953/99744/682993f5F3e0e27d8/3a9d5e05683e025b.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/298400/34/8324/263605/682993f8F9f71a9d1/8199f4f0f4c970e2.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/311574/26/1900/154676/682993faF133616f9/81535f9b7c1f7360.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/296889/2/8061/150684/682993fdF27646a04/e3487b90c112d99f.jpg.dpg
23241588869,2025-05-04 09:17:58,"表盘情绪的小熊猫非常可爱，千种表盘可以选择，机械的表盘显示非常的大气，华为手表第一次佩戴感真的很不错！给个大大的好评
主要功能：功能很齐全
续航能力：续航很不错
舒适程度：皮带软，质感很好",5,,L***伟,,,,0,0,,0,46mm大表 托帕蓝,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/296914/23/2670/139362/6816c046F125effe0/36936888759d4c44.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/296400/36/2796/117822/6816c046Fea765bcc/bf3bbbcd4bdaa31e.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/283914/3/29020/67464/6816c045Fce7c69e4/cadb52e3b93708c0.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/294446/30/2158/114576/6816c046Fcadb5f23/c10d5b0f68bd14dd.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/280776/15/28244/75146/6816c046Ffe90e596/5661dd4c6a7494a4.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/296852/17/2839/131469/6816c046Fffe3b928/058b1f6e58e2aced.jpg.dpg
23535865447,2025-05-21 07:22:26,选了很久最终选择了适合自己的华为GT5，玄玑感知系统健康指标监测心率、血氧、呼吸率、压力、体温等功能，很喜欢情绪健康还有睡眠监测功能，GT5随时能感知你的心情，还有睡眠质量和时间！运动涂鸦可以根据制定的路线进行运动。我特别喜欢GT5的外观设计，屏幕大待机时间长，带上去很有质感！正常佩戴还是很耐刮耐磨的。,5,,那***9,,,,0,0,,0,46mm大表 幻夜黑,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/289508/17/8011/218295/682d0eb1F22c6bdb7/0708ba01dbfc6c3e.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/318121/15/2520/206582/682d0eb1Fc09a53aa/462dce1a8961d5f6.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/311284/6/2749/166678/682d0eb1Ff7843e93/5dd43f1a5146103f.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/314334/37/2726/182970/682d0eb1F9e72877d/52b638df6232db4c.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/293672/11/5816/170805/682d0eb1F71b74bf2/3eaf279cc70b248d.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/318606/7/2375/247471/682d0eb1Fb914e1f1/c8790d172caa1764.jpg.dpg
23216323295,2025-05-02 18:01:48,"华为WATCH GT5用了两天了，真香！
情绪监测挺准的，有时候突然提醒我&lsquo;压力偏高&rsquo;，才发现自己确实在焦虑，立马深呼吸调整；运动涂鸦好玩，跑步路线能画个爱心或者星星，发朋友圈直接被赞爆！  熊猫表盘可爱捏！
外观很耐造，不小心磕了几次，表圈一点划痕都没有，屏幕也扛刮。续航给力，预计充一次用一周没问题，出门不用带充电器，爽歪歪～&rdquo;",5,,羊***哥,,,,0,0,,0,46mm大表 幻夜黑,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/282764/25/27869/2852616/68149809F7d72dcd1/5e459a558a7e3f02.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/282796/23/28281/2845555/6814980aF3eee94f8/2cccc085f7bb564d.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/288165/25/1535/2901091/6814980bF555e4c7f/32bad8490b726b88.jpg.dpg
23331053202,2025-05-09 16:41:19,"适程度：佩戴上很舒服。
续航能力：新手表没充电，续航不错。主要功能：功能很强大，满足使用。
做工质量：很好，相信华为。
外形外观：很帅气，好看！
值得购买，快递很快，有国补，简直太香了。",5,,靳***华,,,,0,0,,0,46mm大表 苍山灰,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/291550/19/4027/2541018/681dbfadFaa7ba82d/f58bce8d800403e0.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/303048/13/4617/2577409/681dbfadFfc975975/bcc89128f38912e9.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/297668/19/5077/3887806/681dbfaeF2f20387b/030f409bbbb2cb3f.jpg.dpg
23280325247,2025-05-06 19:13:23,续航能力超强，充电速度也很快，外观设计的简洁大气上档次，表带也很柔软，戴起来很舒服，耐刮耐磨。功能也很齐全，运动涂鸦，心率监测，情绪监测等，很适合年轻一族，表盘样式丰富，每天都可以换着花样带，值得入手,5,,张***儿,,,,0,0,,0,46mm大表 砂砾棕,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/288389/35/3325/3323522/6819eed1F68e146b3/dc7b4783e80bddf3.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/302537/18/2996/2866184/6819eed1Fb479a9d6/0289f2e3fcf2e563.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/287559/32/3644/2949980/6819eed2Ffdd22e35/f46d84845f99fc3a.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/293259/17/3103/3260715/6819eed2Fb2cfe8b8/f48dae0186edfa46.jpg.dpg
23588319230,2025-05-24 13:09:27,看来看去，还是喜欢帕托蓝的独一无二，复合编织表带戴的很舒适，透气。表体采用不锈钢材质，耐磨没话说，越看越喜欢。搭载鸿蒙操作系统，使用很丝滑流畅。它无时无刻都在关心我的健康，心率、血氧、压力、情绪变化状况...让我知道目前我的身体状况，能更好的运动锻炼。,5,,Z***J,,,,0,0,,0,46mm大表 托帕蓝,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/319632/14/3374/276223/68315466Ff4f35d9a/b29b4b6c5823c32d.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/316505/2/3608/826518/6831546aF185207fa/590eb15f0102de5e.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/293766/7/7132/3308506/68315474F526520cf/700cf1c53b018381.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/292273/31/8947/237604/68315476F6d4f36d5/c0a20f60e6dbf2ca.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/309380/28/3691/4073548/68315484F71d149aa/8abc40dc9e883c46.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/308065/1/3420/161897/68315486Fc415ab79/1833a9fe04b1c792.jpg.dpg
21957938211,2024-12-17 15:23:18,买早了2天，双十二各平台都便宜好多,3,,j***q,,,,0,0,,0,46mm大表 砂砾棕 ,
23602643293,2025-05-25 21:48:51,"功能全面，支持心率、血氧及睡眠数据检测。功能挺多的，监测睡眠，肺功能，心率检测，太喜欢了。
它外观设计时尚精致，材质亲肤舒适，日常佩戴百搭，黑色适合男生大气，非常好看，很高大上。健康监测精准全面，运动模式超丰富，还能精准定位。续航能力强，一周一充很省心，另外还有情绪检测功能，可以始终提示关注自己的情绪，功能强大，非常值得入手。",5,,0***f,,,,0,0,,0,46mm大表 幻夜黑,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/314255/18/3939/73733/68331fc2Fa06f62a6/05f93d29a077f39b.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/306846/17/3960/77116/68331fc2F6fe89b38/9e05048421f7b561.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/288718/31/7952/71928/68331fc2F6b0f6e9c/5e4f94d051bdf884.jpg.dpg
23356124009,2025-05-10 18:16:36,"主要功能：玄机感知系统健康指标监测心率 血氧 呼吸率 压力 体温等功能，重点喜欢情绪健康，表盘样式很多可随意切换，运动涂鸦可以根据制定的路线进行涂鸦

续航能力：续航很长，充一次电能用半个月

舒适程度：戴上轻便不压手，黑色很百搭，手表很耐磨",5,,哆***梦,,,,0,0,,0,46mm大表 幻夜黑,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/303743/39/450/54948/681f2781Fab24b288/0064a7a157c09968.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/305892/13/429/65187/681f2782Fb0439134/532a39ccb49c2e32.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/291135/32/4786/88115/681f2783F8f267582/40b6717591a6f38a.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/304911/25/447/74763/681f2783F7f2f95e4/e1277532a626f7ea.jpg.dpg
23274577565,2025-05-06 11:50:26,"华为WATCH GT5真的挺懂我，昨晚戴手上打游戏它能随时&ldquo;猜&rdquo;到你的心情变化。华为的心率监测就更不用多说了，准确度应该是穿戴t0级了。
外观超耐造，银色金属表壳，多样表盘，精致百搭！
佩戴舒服，硅胶表带软乎乎的，出汗不黏手，表底圆润不硌手腕，跑步睡觉都不用摘。",5,,对***边,,,,0,0,,0,46mm大表 苍山灰,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/289160/6/932/237228/68198701F764151be/cc9cd67c15b11641.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/296136/26/3497/197205/681986f8Fe355c0ef/9b3e986a1d79e7fc.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/280325/13/28929/151546/681986fbF8de28adb/f9590e0013afdc4f.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/281104/36/26778/226786/681986feFbb874b63/bc3e7812d45c2e0b.jpg.dpg
23469444093,2025-05-16 17:59:08,手表戴上后比图片上感觉更好看，各种的表盘很丰富，这个表带也是很意外的舒适。还有情绪监测功能感觉很准确，还能够引导深呼吸平复心情。运动方面就不用说了，华为的手表一直就很精准功能也很齐全。另外国补这个价格买到真的很划算。,5,,0***5,,,,0,0,,0,46mm大表 苍山灰,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/314129/2/1431/85839/68270c6aFf4b101bf/5614f4d83090b838.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/318811/40/1243/102665/68270c6aFaada82c5/29f15f64701e964c.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/291607/8/6895/154525/68270c6bFc064c837/c2be660bb1e0f19d.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/294101/8/6534/3791220/68270c6bF0981e664/2d3f6ab95a8f734f.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/304089/1/2453/4090558/68270c6cFbcf514a3/3e8ff2067cf9a2dd.jpg.dpg
23281745216,2025-05-06 20:59:14,华为HUAWEI WATCH GT 5手表外观高端大气，黑色适合男生佩戴，超级好看。功能强大，睡眠监测、体温监测、心率监测等等，还有超多种运动模式。情绪监测功能非常好用，可以实时监测自己的心情，适时调整，非常不错！,5,,j***l,,,,0,0,,0,46mm大表 幻夜黑,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/303472/3/2981/111884/681a07a1F5846d879/da3e21bfc8c04ef9.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/290358/34/3364/126790/681a07a1Fa74d57f0/7ccec11e6517e9a1.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/293724/37/3753/115453/681a07a1Ffdf0fa5a/3f197512245d7f2a.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/293501/40/3806/134248/681a07a1F1c60cf9a/c7354793390b4457.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/291221/14/3665/326259/681a07a1F316408d1/514c325707c0ebed.jpg.dpg
23585353179,2025-05-24 07:11:01,"主要功能：很实用
续航能力：非常给力
舒适程度：很舒服
精准程度：精准都很好

灵敏度：灵敏度非常好。
操作难易：操作很容易
做工质量：做工良好
外形外观：高端大气",5,,w***8,,,,0,0,,0,46mm大表 托帕蓝,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/317361/16/3349/2152502/68310082F8b1014d3/39bcaa2d13fed2db.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/303770/19/4615/2151548/68310083Ff6f3e827/c37279fce23a8509.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/295538/15/8965/1955336/68310084F275671eb/cca764bb7908c4f4.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/291817/20/8682/1950871/68310084F34eab8fb/eb0ea0fc596670d1.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/307806/23/3669/1328860/68310085F5cc2d5af/17e9827f485e14a1.jpg.dpg
