评论ID,评论时间,评论内容,商品_颜色,评论得分,用户昵称
23174385968,2025-04-29 21:22:21,收到手表太惊喜！外观设计超酷，金属边框+彩色运动涂鸦表盘，科技感拉满。新增情绪监测功能超贴心，实时压力分析，配合呼吸训练超解压。运动模式超全，跑步游泳自动识别，数据精准反馈。健康监测全天候守护，血氧、睡眠、心率一应俱全。1.5英寸AMOLED屏显细腻，触控流畅。续航给力，重度使用撑5天！日常穿搭百搭，轻若无物，千元档智能表天花板无疑！,46mm大表 苍山灰,5,一***o
23228316047,2025-05-03 13:00:09,"主要功能：可以监测部分身体的健康情况
续航能力：续航能力很好，收到有85的电，一天也没下什么
舒适程度：表带软硬适中，不卡手，也不闷汗
操作难易：操作简单，便捷
外形外观：表盘很大气，大小适中
送给老公的，他非常喜欢。",46mm大表 幻夜黑,5,兰***沐
23498900006,2025-05-18 21:13:42,手表真的是太好看了，颜值很高，金属感十足，耐磨。功能也很全，情绪监测很好用，还有运动涂鸦，血氧监测。表盘可选也很多，还是鸿蒙系统，真的是太赞了。,46mm大表 幻夜黑,5,f***9
23481971904,2025-05-17 16:08:31,华为gt5在运动和健康检测方面非常出色，支持100+种运动运动，还搭载玄机感知系统，心率，血压检测精准，还有情绪健康助手，续航能达14天，非常满意，趁着现在的国补，价格下来非常实惠，加上京东官网，这次购买体验非常满意！！！,46mm大表 苍山灰,5,j***o
23372528213,2025-05-11 22:19:24,"京东快递非常速度，当天下单后隔天就送货到家
了，非常的方便。最近对华为有滤镜，主要是源
于对华为的信任。这款手表有多种运动模式，还
有健康监测功能，可以记录心率、血氧和睡眠等
数据。最喜欢的是情绪辅助功能，表盘是一只超
级可爱的动态大熊猫，熊猫还可以随着心情变化
来更换表情，可以实时显示情绪的平静、愉悦或
不愉悦。运动涂鸦还能根据外出游玩来绘画星座
路线，表盘也坚实耐磨，很个性很好玩。",46mm大表 幻夜黑,5,强***1
23493581463,2025-05-18 13:48:31,"主要功能：续航非常好 使用好多天
续航能力：厉害 一直使用问题不大 14天续航
舒适程度：很舒服
精准程度：测量准确
其他特色：表盘好看",46mm大表 苍山灰,5,看***切
23480021491,2025-05-17 13:54:47,"主要功能：健康助手通过体征监测数据推测用户情绪状态，当检测到情绪不佳时，左划界面直接进行呼吸训练或启动运动功能，结合华为运动健康App提供的正念冥想和瑜伽课程，实现身心调节。
舒适程度：带着很舒适 性价比也很高 真的值得购买
外形外观：外观很好 很能拿得出手 送人送礼的好选择
精准程度：体验良好。情绪监测功能通过体征数据洞察情绪状态，还能给出改善建议，实用贴心；运动涂鸦增添运动趣味性，让锻炼不再枯燥。外观上，多种材质表带搭配轻薄表体，时尚又舒适。",46mm大表 幻夜黑,5,笛***_
23315543415,2025-05-08 22:18:35,第一眼看到苍山灰就知道这是我要的手表，上手之后相当好看，戴在手上和那些机械表不相上下，官方表盘有很多，觉得不够的话还有表盘市场可以下载。熊猫情绪表盘很可爱，熊猫会根据情绪变换动作和背景色，很有趣；运动监测相当齐全，有很多运动可以选择；银色的表壳很亮，因为gt5的表盘不是蓝宝石的，爱惜的话建议可以贴个表盘膜。,46mm大表 苍山灰,5,p***h
23459198183,2025-05-16 09:33:38,犹豫了很久最终还是下单了华为GT5，续航很不错，带一整天只掉百分4的电量，可惜不是华为的手机，缺少了语音助手， 健康玄机感知系统非常准，支持心率，血压，体温，睡眠监测等健康指标，情绪检测实时更新，有心情不好的时候转一下手腕就能看见特别可爱，运动涂鸦智能解锁也很速度，非常合适我们运动时候佩戴 ，外观设计简单八边形设计，圆形表盘，提升耐用与质感。,46mm大表 托帕蓝,5,萌***意
23587461774,2025-05-24 11:35:34,刚入手华为GT5手表，体验感直接拉满！颜值上完全长在我的审美点上，金属表身搭配高清大屏，简约大气又不失精致，不管是日常通勤还是运动穿搭都超适配。续航能力也太顶了，重度使用一周才充一次电，彻底告别电量焦虑。健康监测功能更是精准又全面，心率、睡眠、压力监测一应俱全，还能自动识别十几种运动模式，运动完看数据超方便！HarmonyOS系统操作丝滑流畅，消息提醒、遥控拍照这些小功能也很实用。唯一小遗憾是表盘商城要是能再多些免费表盘就更好啦~总体来说，性价比超高，入股不亏，绝对是智能手表的宝藏之选！,46mm大表 幻夜黑,5,j***梦
23243092823,2025-05-04 11:14:39,HUAWEI WATCH GT 5 的情绪监测功能很实用，能依据生理数据精准评估情绪状态，还能生成情绪健康报告，其萌宠熊猫表盘会随情绪变化表情，增添趣味性；运动涂鸦功能新颖，可自定义运动路线，让运动更有趣；外观采用蓝宝石玻璃表镜材质，耐刮耐磨性出色，所以原厂都不需要配备保护膜了。,46mm大表 幻夜黑,5,G***o
23574835711,2025-05-23 10:29:45,这个手表续航太顶了！开全天心率+睡眠监测，能用10天以上！而且心率、血氧检测很准，和医院设备对比误差很小，睡眠分析超详细，连午睡都能识别，睡眠质量一目了然。金属表框+氟橡胶表带，质感拉满，商务休闲都能戴！,46mm大表 苍山灰,5,H***z
23306533715,2025-05-08 10:20:58,"外形外观：黑色高端大气上档次，表盘可多样化选择，可换自己喜欢的风格。
操作难易：操作简单便捷，功能强大。
准确性：运动数据准确，激励健康科学锻炼。动态情绪表盘，时刻监测心情，可随时调节心态，保持好心情。
舒适程度：佩戴舒适，体验感很好。
很不错的产品，推荐大家购买。",46mm大表 幻夜黑,5,湯***9
23526483586,2025-05-20 20:29:11,"情绪监测：情绪变化时会震动提醒，可以跟着呼吸动画调节，5分钟后心率下降12次/分，比冥想App更直观。
运动涂鸦：户外步行很健康的有氧运动，可以精确画出运动轨迹，随时提示运动状况。
产品外观：产品外观设计个人比较喜欢，宜商务宜运动，各种场合佩戴均可。
电池续航：拿到手没有充电，带了两天电量掉了百分之十，续航能力很强。",46mm大表 幻夜黑,5,j***e
23233001517,2025-05-03 19:20:15,华为GT5手表，外观高级，典雅而不失朴实，棕表带银表盘完美搭配，戴在手上非常适配，功能多样，操控灵敏，抬腕即亮屏，内含有心率检测，运动涂鸦等多功能应用，实时监测心跳，协助高效运动，实现透明全面的健康报告和科技智能生活基本需求，华为遥遥领先！,46mm大表 砂砾棕,5,j***1
23297757283,2025-05-07 20:22:03,"舒适程度：非常合适
操作难易：简单实用
外形外观：孩子推荐的，没错
主要功能：我想要的功能都有了
续航能力：用了几天才来评价，感觉还可以
精准程度：心率挺准的灵敏度也高，功能齐全，时刻显示情绪，加上国补很实惠",46mm大表 幻夜黑,5,j***r
23229442402,2025-05-03 14:30:01,"华为GT5这做工，真心没得挑👍。细节处理得特别到位，拿在手里手感超级舒服。从GT2换到GT5，功能上多了不少，而且都很实用。
续航方面，华为一如既往地给力🔋。用了一整天还能剩不少电，出门不用担心手机没电。",46mm大表 砂砾棕,5,j***k
23567028480,2025-05-22 18:26:07,"上午下单下午就收到了，速度很快，老公很喜欢，很大气
舒适程度：非常舒服
主要功能：功能齐全，很满意
灵敏度：非常灵敏
操作难易：容易上手",46mm大表 幻夜黑,5,j***m
23493686857,2025-05-18 13:57:02,"华为gt 5这款手表颜值非常高，有AI功能，我主要买这款手表，就是为了跑步，在跑步领域上，这款手表非常有权威
续航能力：大约可以使用14天
舒适程度：对于男性来说，手表大小正好可以换表，带来改变它的适用场景
主要功能：功能特别特别多
做工质量：特别好
外形外观：很大气，特别适合男人",46mm大表 苍山灰,5,j***b
23580010449,2025-05-23 18:55:32,物流非常快，买的蓝色颜值高，送老公的礼物，支持100+运动模式，健康监测全面（心率、血氧、睡眠等），续航长达14天，触控流畅，支持蓝牙通话和音乐控制，设计时尚，日常和运动都可以佩戴，表盘洋气，值得购买,46mm大表 托帕蓝,5,j***t
23461697875,2025-05-16 11:33:46,"外形外观：非常高级耐看
做工质量：是一款很高档的智能手表
华为WATCH GT5用下来真的挺惊喜的！情绪监测特别有意思，戴着表它就能实时监测心率变化，压力值一高小熊猫表盘立刻蹦蹦跳跳提醒我放松，还会自动推荐呼吸训练，像有个贴心管家随时关照心情。外观也超抗造！我买的是普通版，平时磕到桌子、蹭到包包金属边框都没划痕，官方说耐磨性比之前强了2倍，亲测健身撸铁时刮蹭也没留痕迹，表带脏了湿巾一擦就干净。运动党还能玩运动涂鸦，周末跑个爱心或者星座路线发朋友圈超有成就感！综合来看，这表算是把健康管理和实用耐用平衡得很到位了",46mm大表 幻夜黑,5,点***子
23522305792,2025-05-20 13:52:29,主要功能：华为GT5到手超惊喜！外观精致，表盘样式丰富能随心切换。续航超给力，一周一充无压力。健康监测功能强大，心率、睡眠数据精准，还能实时追踪运动状态。NFC刷公交超方便，消息提醒及时。佩戴舒适无感，性价比超高，绝对值得入手！,46mm大表 苍山灰,5,j***a
23458510704,2025-05-16 08:07:47,入手 GT 5有段时间了，选的苍山灰这款，它的外观超赞，戴上很大气，表盘耐磨耐刮，平时不小心碰到桌子啥的，完全不用担心会留划痕，各项功能都挺好用，尤其情绪监测功能真的很绝，戴上它就像有个情绪小管家。还有运动涂鸦功能，跑完步随手画个小图案，记录当下的运动心情，挺有意思的！,46mm大表 苍山灰,5,j***城
23215248433,2025-05-02 16:22:42,情绪辅助管理很好玩，可以实时监控个人的情绪变化，尤其这只可爱的小熊猫，简直就是一个宠物。各项数据监测很齐全，也很准，这是我看中的。接听电话方便， 声音清晰，这下再也不怕静音的时候漏接重要电话了。健康三环对各项指标监测非常直观，好用好用。,46mm大表 幻夜黑,5,极***罡
23514218055,2025-05-19 22:47:07,入手HUAWEI WATCH GT 5有段时间了，体验感超棒！它的外观很抗造，不锈钢表体搭配铝硅玻璃镜面，平时磕磕碰碰也没留下划痕。运动涂鸦功能特别有意思，跑步时能按照预设图案规划路线，跑个&ldquo;爱心&rdquo;路线发给对象，超有心意。情绪监测也很贴心，能根据体征数据推测情绪，不开心时还能引导做呼吸训练放松身心，真的爱了！,46mm大表 幻夜黑,5,j***p
23478172690,2025-05-17 10:46:12,快递很快嗷，昨天晚上下单第二天早上就到了 这黑色自带的表盘可比GT4黑色的那个表盘帅多了，&ldquo;活力三环&rdquo;也从原本的圆弧形变成了棱角分明的&ldquo;蜘蛛网形&rdquo;黑色沉稳运动风 买来的时候是橡胶带 皮带可以自己换！建议去官网买比较真 。华为功能也挺齐全的 心脏健康 呼吸🫁测量 以及心率相比于gt4更挺准确 因为传感器更多了 而且还可以打电话发信息！还有一些运动功能可以连接手机去查看 报告也是自动生成。,46mm大表 幻夜黑,5,身***七
23574979513,2025-05-23 10:45:59,入手HUAWEI WATCH GT 5有段时间了，真的超爱！外观精致大方，金属表圈质感满满，而且很耐刮耐磨，日常佩戴完全不用担心。运动涂鸦功能太有趣啦，运动时随手记录轨迹，超有成就感。情绪监测也很贴心，能实时了解自己的情绪状态，帮我及时调整。 附上几张佩戴图，亮屏状态下表盘超炫~ 💕,46mm大表 苍山灰,5,丿***丨
23264298742,2025-05-05 17:14:25,GT5的情绪监测功能确实不错，能精准识别我的压力状态，帮助我及时调整心态。运动涂鸦也非常棒，记录运动轨迹同时还能自由图写，增添乐趣，手表外观设计简约大气，镜面材质耐磨，日常佩戴无需担心划痕，并且手表轻薄，质感出众。两周超长续航，支持无线快充，真的是太优秀了！,46mm大表 幻夜黑,5,时***购
23544528829,2025-05-21 14:26:24,产品外观表盘设计非常喜欢，蓝色表带非常简约大气上档次，男朋友非常喜欢。情绪监测功能很好，能及时察觉自己的情绪变化，运动涂鸦能更准确的记录运动路线及轨迹，便于更好更科学合理的调节，第一次买大表盘的手表，非常成功的一次购物，强烈推荐！,46mm大表 托帕蓝,5,k***n
23372063672,2025-05-11 21:38:34,运动涂鸦真好看啊，情绪监测功能非常新颖，很实用，让我能及时发现并调整自己的心态和情绪，铝硅玻璃非常坚硬，耐磨且漂亮大气，真是物超所值，兄弟们直接闭眼冲，买到就是赚到，充电也是嘎嘎快，续航太强大了，哈哈,46mm大表 苍山灰,5,毛***莓
23326818861,2025-05-09 12:26:10,华为GT5手表作为一款智能穿戴设备，给我带来了非常不错的使用体验。首先，它的外观设计时尚大方，佩戴舒适。其次，手表的性能表现出色，无论是日常的时间显示还是健康监测功能都表现得相当精准。特别是在运动模式切换和心率监测方面，表现稳定可靠。此外，电池续航能力也令人满意，一次充电可以支持长时间使用。总体而言，华为GT5手表是一款性价比高的产品，适合追求时尚与实用性的消费者。,46mm大表 幻夜黑,5,浮***丶
23498541242,2025-05-18 20:46:52,戴了GT5，情绪监测真的准，压力大时会提醒我深呼吸，超贴心！运动涂鸦功能好玩又实用，跑步路线都能画成图案。最惊喜的是表盘超耐磨，日常磕碰完全没划痕，颜值一直在线！续航也很顶，用下来依然很香～,46mm大表 幻夜黑,5,N***头
23273726880,2025-05-06 10:49:52,五一假期购买的，物流还是很快，第二天就收到了。很激动地拆包装，果真没让我失望。这款手表非常漂亮，大气上挡次。功能非常强大，可以监测身体健康，可以监督运动，可以进行情绪监测管理，实时压力分析，还可以睡眠监测，佩戴起来很舒服，耐刮耐磨。非常棒！,46mm大表 幻夜黑,5,j***0
23173524708,2025-04-29 20:00:10,小孩一眼就瞄上华为GT5托帕蓝版智能手表，外形很漂亮，内置情绪监测功能很不错，一旦监测到不愉快情绪，就提示做深呼吸减压。另外运动这块我比较喜欢户外骑行，打开后就像一个码表，随时显示你骑行的车速，运动涂鸦也不错，可以根据制定的路线进行运动。另外夜间睡眠这个功能我也特别喜欢，可以监测我休息时间，提示我尽量早睡多睡，健康生活。希望大家都运动起来，健康身体。,46mm大表 托帕蓝,5,沙***粒
23565229479,2025-05-22 15:26:04,"简约大气，续航很能打，周一充满，这几晚都用来运动和听歌，现在周四还有65的电，终于告别续航焦虑了！
这个情绪监测还挺好玩的，也不知道准不准，但是看起来好像还真那么回事。
运动涂鸦倒是还没用过，下次可以试试，好多功能都还在探索中。
整体颜值很高，配上各式表盘，既可以很商务，也可以很休闲，还能很可爱",46mm大表 幻夜黑,5,黄***啦
23411611565,2025-05-14 06:47:34,手表太棒了，操作流畅，表盘大气上档次，可运动可商务，运动模式专业，健康监测精准，收到第二天陪我完成首个半马。几年前用苹果手表一两天就得充电，这手表用了快5天了还有一半多的电，太棒了👍！,46mm大表 苍山灰,5,j***0
23507856394,2025-05-19 13:22:10,用了一段时间才来评论京东快递，非常快，下单后第二天就到了，非常方便，这款手表有许多运动模式，还有健康监测功能，可以记录心率，血氧和睡眠等数据。喜最喜欢的是它的辅助功能，表盘是一只可爱的大熊猫，还可以跟着心情的变化变换颜色，非常耐磨，还有涂鸦👍👍👍👍,46mm大表 苍山灰,5,u***r
23242406532,2025-05-04 10:21:57,"情绪监控，是我买这款的一个要点，挺有意思的。外观很大气 男女都要适合佩戴。带上很合适！
续航能力：强
舒适程度：高
灵敏度：高
操作难易：简单
做工质量：不错
外形外观：好看",46mm大表 苍山灰,5,j***2
23308207730,2025-05-08 12:21:20,"手表真的挺不错的。各种运动模式可以精准地记录运动
数据，像跑步的距离、速度、消耗的卡路里等，让我能
清楚了解自己的运动情况。而且它还能监测心率、 睡眠
等健康数据，实时关注身体状况。续航能力也很出色， 
不用频繁充电，还有情绪功能，超级赞。正常使用能撑挺长时间。还有外观设计很时尚，表盘大小适中，佩戴起来很舒适，无论是日常佩戴还是运动时戴都很合适。屏幕显示效果特别清晰， 色彩鲜艳且细腻，看着很舒服。",46mm大表 幻夜黑,5,云***升
23489777707,2025-05-18 08:50:50,"续航能力：续航持久，一周都不用充电
舒适程度：佩戴也很舒服，不磨手腕
精准程度：感知精准灵敏准确
操作难易：简单好上手体验效果非常棒
外形外观：超级帅气大气，送给老公的 他很喜欢
其他特色：快递送的很快，质量有保障 是正品",46mm大表 幻夜黑,5,酷***r
23290383751,2025-05-07 11:14:16,收到后手感很好，这个手表情绪功能还是挺比较的，能比较真实地反映情绪变化。游泳、跑步、运动检测功能实时的记录运动的里程和消耗的热量。还能外放听歌。 灰色的外观精致耐看，表盘灵敏，特别是表带戴上也很舒服。表带比较光滑，耐刮耐磨,46mm大表 苍山灰,5,j***r
23290665246,2025-05-07 11:29:55,"我个人很喜欢 gt5 的心情检测，所以我给我对象买了一个黑色的，我自己是蓝色的，gt5 实时情绪监测，精准感知身心状态挺准的
gt5 好像是采用蓝宝石玻璃+陶瓷表圈，耐刮耐磨历久弥新，我的蓝色用了半年了还依旧很好",46mm大表 幻夜黑,5,j***2
23294961239,2025-05-07 16:50:02,"主要功能：蓝牙连接手机 不会漏听电话 运动心率检测 睡眠检测
续航能力：续航很满意 时间长
舒适程度：比起41mm的 稍重一丢丢
精准程度：比较精准
外形外观：外观好看 大气
操作难易：操作简单
准确性：准确率较高
我说想买一个运动手环 结果我们家隔壁老王就买了这个回来给我 本来想退掉买fit 3 的 他不让 就让用这个",46mm大表 苍山灰,5,0***l
23189555418,2025-04-30 21:19:31,"这表的续航还是很给力的，我充一次电能用十来天，不像有些手表天天得充电。
运动模式很多，像是跑步、游泳、登山啥的都有专门的模式，我试过数据记录也挺精准，像跑步时的配速、心率、卡路里消耗，都能够一眼看到。
这个表带戴着也挺舒服，运动的时候出汗也不会难受。我很喜欢的一点就是表盘能随便换，还可以换自己喜欢的图片。",46mm大表 幻夜黑,5,永***7
23216174107,2025-05-02 17:49:35,收到货后拿到手就能感觉到它的做工精致，八边棱角造型时尚，材质坚固耐用，日常佩戴也没有刮碰、在使用过程中，系统运行流畅，各种功能响应迅速，没有出现过卡顿的情况，质量这块真的没得说、尤其情绪监测功能，能时刻关注到自己的情绪，提醒自己、超赞的一个功能！,46mm大表 砂砾棕,5,j***q
23263509955,2025-05-05 16:13:39,入手华为WATCH GT5体验感超棒！表盘几何锋芒设计，八边轮廓搭配圆形内表盘，简约利落超独特。不锈钢表体加铝硅玻璃镜面，耐磨耐刮超坚固 ，日常佩戴毫无压力。它的情绪监测功能真的惊艳到我，中科院心理研究所联合研发，能精准推测情绪状态，还能同步到萌宠表盘，情绪不好时还能引导进行呼吸和运动训练 。运动涂鸦也很有意思，十二星座、冠军奖杯等创意路线，给跑步增添了好多乐趣，让我爱上了运动！,46mm大表 幻夜黑,5,v***濱
23329644848,2025-05-09 15:13:36,华为gt5，上午下单，下午就到货了，现场激活上手很容易操作，触摸屏灵敏！手表运行很流畅，带一天就只掉5-6个电，续航很给力！还能看到情绪反馈，功能强大，给个大大的赞！,46mm大表 苍山灰,5,j***z
23582885200,2025-05-23 23:39:15,"被情绪辅助管理吸引了很久，感觉很有趣，趁着有国补立马下单。
外观：很有质感!!大表盘很适合男生，很百搭。
情绪辅助管理：最想试的就是这个功能，果然很有趣很神奇。能监控到自己的情绪。
运动涂鸦：有很多图案可以选择，让运动更有动力。",46mm大表 苍山灰,5,黑***花
23494901581,2025-05-18 15:47:38,"外形外观：灰色非常好看，也不会显脏
情绪健康非常的好用
重量很轻，表带透气性也很好
操作难易：操作简单
准确性：心率数据很准
续航能力：续航可以用个十天左右
主要功能：运动涂鸦很好玩",46mm大表 苍山灰,5,用***钱
23438830965,2025-05-15 12:31:56,很喜欢这个手表新配色很好看，不错，华为GT5智能手表延续系列优势，采用轻薄金属机身与高清AMOLED屏，质感出众。两周超长续航支持无线快充，搭载精准心率、血氧、睡眠监测功能，新增科学减脂算法。支持100＋运动模式与双频GPS 定位，配合鸿蒙系统流畅交互，兼顾商务与运动场景，是全能型穿戴优选。,46mm大表 苍山灰,5,圈***9
23246256359,2025-05-04 15:15:49,"外观：蓝色表盘很特别一眼就看中了，46mm尺寸很适合男士佩戴，金属质感很强。
流畅度：拿到手把玩了很久，界面切换很流畅，UI色彩饱满度也很不错。
特色功能：血压血糖、情绪监测功能都有，我还添加了手表智能穿戴钥匙，可以直接解锁车子。",46mm大表 托帕蓝,5,j***f
23377804706,2025-05-12 09:25:44,这款手表真是太酷了！😎 设计时尚，功能强大，能满足各种需求。特别喜欢它的智能提醒功能，随时掌握重要信息，生活变得更便捷。性价比超高，强烈推荐给大家！💖📈,46mm大表 幻夜黑,5,治***民
23382412666,2025-05-12 15:18:56,"国补价格真的给力！
续航能力：估计10天
舒适程度：更换了一个表带，穿戴都很方便，建议更换
精准程度：符合预期
准确性：很好
操作难易：操作简单，容易
外形外观：不喜欢黑色，但也不喜欢灰色表带，只喜欢表头的金属本色！",46mm大表 苍山灰,5,v***7
23602054419,2025-05-25 20:49:16,这个手表外观很好看，很喜欢。特别是情绪监测功能，真的是超级喜欢；居然还有情绪表盘，最喜欢这个熊猫的情绪表盘，很可爱。产品外观时尚大气，并且耐刮耐磨，很喜欢，不错，推荐～～,46mm大表 苍山灰,5,8***5
23379094646,2025-05-12 11:06:13,华为GT5智能手表体验超预期！1.5英寸高清屏显色细腻，运动模式丰富实用，心率血氧监测精准。两周超长续航告别频繁充电，蓝牙通话便捷清晰。磁吸快充+轻量化设计佩戴舒适，健康管理功能全面，千元价位性价比之王！,46mm大表 苍山灰,5,m***n
23228271067,2025-05-03 12:56:54,入手华为手表 GT5 一段时间啦！外观时尚大气，材质质感超棒。金属表圈防刮耐磨，日常磕碰毫无压力。而且情绪监测功能很实用，能随时了解自己的情绪状态，爱了！,46mm大表 幻夜黑,5,漂***4
23555891160,2025-05-21 20:14:15,佩戴华为WATCH GT 5一周，最惊艳的是它的情绪压力监测功能：表盘实时可视化压力指数，配合呼吸训练指导，职场焦虑时抬腕就能自我调节，数据精准到让我重新关注心理健康。外观更是硬核实力派，蓝宝石玻璃镜面+钛金属表体，健身房器械剐蹭、户外徒步碰撞均无痕，哑光表圈搭配穹顶屏设计，低调中透着高级感。,46mm大表 幻夜黑,5,椰***丸
23228057307,2025-05-03 12:40:32,续航能力：商家的服务极其耐心。配货速度快得让人惊喜，很快就收到。包装精也十分用心，商品功能完整，质量一流，太棒啦！情绪检测非常准确，产品外观大气上档次，佩戴舒适,46mm大表 幻夜黑,5,j***z
23314230450,2025-05-08 20:26:24,"外形外观：国家大品牌，豪华大气，很有时尚感，潮流感
做工质量：做工精细，流线圆惑

操作难易：操作简单，十分方便

其他特色：特别是情绪监测，带给你不一样的生活体验。",46mm大表 幻夜黑,5,f***p
23462118527,2025-05-16 11:52:46,华为GT5手表让我惊艳不已。外观上，表身线条流畅，表盘精致，有多种时尚配色与表带可选，佩戴舒适且彰显品味。功能极为强大，运动模式丰富，精准记录数据。健康监测上，心率、睡眠监测准确。新增压力监测贴心实用，两周续航超棒，是智能穿戴佳选。😘,46mm大表 幻夜黑,5,j***j
23282600006,2025-05-06 22:06:20,"舒适程度：佩戴上很舒服
续航能力：续航很好，用10多天才充电
主要功能：功到强大，满足所有需求
做工质量：做工精细，大品牌
外形外观：外观时尚",46mm大表 幻夜黑,5,小***_
23244055851,2025-05-04 12:22:36,"舒适程度：很舒服
续航能力：看着还不错，才带一天
主要功能：功能强大，很全
做工质量：做工很好，颜值很高
精准程度：很精准，喜欢",46mm大表 幻夜黑,5,星***者
23266057245,2025-05-05 19:24:43,物流很给力，昨晚快十一点下的单，今天下午就到手了！第一次购买智能手表，主要是跑步监测心率情况，晚上睡觉监测一下睡眠情况，整体感觉还不错与手机连接交互非常顺畅，操作也比较简单、好上手，其他功能后续慢慢体验，先感受跑步监测还是比较准的。,46mm大表 幻夜黑,5,钱***钱
23226245801,2025-05-03 10:04:36,主要功能：这个手表新配色很好看，不错，华为GT5智能手表延续系列优势，采用轻薄金属机身与高清AMOLED屏，质感出众。两周超长续航支持无线快充，搭载精准心率、血氧、睡眠监测功能，新增科学减脂算法。支持100+运动模式与双频GPS定位，配合鸿蒙系统流畅交互，兼顾商务与运动场景，是全能型穿戴优选。,46mm大表 幻夜黑,5,j***b
23367252014,2025-05-11 14:25:42,情绪辅助管理功能:真的很智能，符合我的审美要求，逐鹿测试功能也很准确。运动涂鸦功能很好玩，记录了运动轨迹，产品外观幻夜黑很高档，触感灵敏，反应速度快，华为的产品就是好！,46mm大表 幻夜黑,5,老***9
23281304473,2025-05-06 20:25:05,"续航能力：新电池就是比旧电池耐用
外形外观：就是喜欢手表外观设计才买的
舒适程度：带着舒适，完全没有不适感
灵敏度：非常灵敏，轻微的变化都能测出来
操作难易：操作简单易上手
其他特色：NFC可太好用了，比手机更方便了",46mm大表 幻夜黑,5,士***S
23329904172,2025-05-09 15:29:31,手表配色很好看，不错，质感出众。两周超长续航支持无线快充，满足各种使用场景搭载精准心率、血氧、睡眠监测功能，新增科学减脂算法。支持100＋运动模式与双频GPS定位，配合鸿蒙系统流畅交互，兼顾商务与运动场景，是全能型穿戴优选。,46mm大表 苍山灰,5,3***p
23364487081,2025-05-11 10:33:13,给爸爸买来跑步的，运动轨迹能力很好用，对配速路程都监测的很准确。情绪功能第一次尝试还是能分辨出心情好坏。表盘很清晰，没有贴膜。苹果手机也能够连接这块表挺好用的。非常满意。,46mm大表 幻夜黑,5,和***8
23541982404,2025-05-21 12:06:53,一直心心念念的要买块智能手表，之前只戴过手环。为了支持国货才决定买这款手表。包装真的是高大上，做工材质和宣传的一样，操作上手很容易，配置app显得功能强大，当然还没来得及尝试所有功能。整体外观设计大气，防水性能极好，操作灵敏，显示精准，特别值得说的是续航强大，正常使用20天不成问题。其他细节功能还有待慢慢研究。最后还要感谢国补，确实是入手的好时机。,46mm大表 幻夜黑,5,残***影
23482851182,2025-05-17 17:11:02,心心念念的华为gt5终于到了，很有质感，华为的品质一如既往的值得信赖，功能比gt3强大了许多，增加了情绪管理，表盘材质不锈钢+玻璃，硬朗的外观风格，灰色百搭，选择很满意！,46mm大表 苍山灰,5,鲨***鱼
23264219388,2025-05-05 17:07:45,对华为GT5智能手表的使用体验非常满意，特此给予好评。这款手表设计时尚大方，佩戴舒适，无论是日常佩戴还是运动时使用，都能完美融入各种场合。其屏幕显示效果出色，色彩鲜艳且清晰度高，让我能够轻松查看时间、日期以及各类健康监测数据。,46mm大表 苍山灰,5,小***1
23514269298,2025-05-19 22:55:16,"主要功能：功能很齐全，给孩子买的毕业礼物！
续航能力：买回来还没有充电，续航能力很强！
舒适程度：皮带，带上很舒适！
精准程度：收到开始使用，截止今天时间很精准！
灵敏度：触摸灵敏度很高！",46mm大表 幻夜黑,5,j***t
23566552639,2025-05-22 17:40:35,"真的感觉很好，手表的配送速度也很快，使用感上也很顺畅，第一次买手表，感觉好不错，质感也OK，是可以趁着有国补的时候冲一波的，价格也乐观
舒适程度：不累手，重量也OK
灵敏度：也很nice
外形外观：非常帅气",46mm大表 幻夜黑,5,j***r
23481420921,2025-05-17 15:39:44,"主要功能：很齐全是我需要的

续航能力：很不错出差也不用担心
舒适程度：佩戴很舒服，可以调整
精准程度：定位很准确，检测也很准确
准确性：不错
做工质量：很好看，很不错",46mm大表 苍山灰,5,京***爷
23528470073,2025-05-20 22:52:28,"很哇塞
外形外观：到货被外观手感惊艳到了，颜色很高级有质感
做工质量：耐磨抗造适合男人佩戴，老公很喜欢
主要功能：情绪检测功能很好，可观察情绪状态，功能齐全主要可以检测身体状态随时关注健康问题",46mm大表 幻夜黑,5,L***7
23599426295,2025-05-25 16:41:55,体验感超棒！它的外观设计简约大气，表体和表镜都覆盖了超硬镀膜，耐磨能力大幅提升。之前不小心刮到桌角，本以为会有划痕，结果仔细看才发现只有一点轻微痕迹，日常使用完全不用担心磨损。运动涂鸦功能超有趣，我经常在跑步时选择喜欢的涂鸦路线，跟着导航去创作独特图案，让运动不再枯燥。情绪监测功能也很贴心，能随时了解自己的情绪状态，当情绪不好时，还能根据手表的建议进行调节，真的是我的生活小助手。,46mm大表 苍山灰,5,碎***花
23322321876,2025-05-09 07:32:16,新入手的华为GT5，黑色很百搭，材料很高级，日常使用都不会被刮。定位很准，在小区高楼间也能准确还原运动轨迹 。新的情绪健康还是比较准确的，放假前一天愉悦比例高很多。还有运动涂鸦功能，可以使用跑友分享的路线。总之，这个价位还是很值得推荐的,46mm大表 幻夜黑,5,L***F
